Gene
AQP1
STEAP4
CPD
DPEP1
GPA33
SLC30A8
CD200
MERTK
PRIMA1
PLA2R1
SPINT2
TSPAN8
CLEC10A
SLC15A1
LTB4R2
LRRN4
TRPV6
LRP2
P2RX2
EPB41L3
ASTN2
TNFSF14
NRCAM
TMPRSS6
ADGRV1
RELT
CACNA1B
CLDN5
TIE1
ITGB2
GP1BA
PLXNB3
NPR2
SLC12A2
HLA-DPB1
SMPD1
FCGR2B
HLA-DRA
KCND2
CASR
ROR2
NRG3
MGAM
GRIN2D
TLR6
BMX
ADORA3
ADAM15
TRPA1
PON2
EFNB2
FPR1
EPHB4
SLC9A1
SLC22A3
RXFP1
CHRNA2
CLCN2
AQP9
BTC
P2RY8
LYPD1
CCR6
AGER
FPR2
LRRC4
CCR1
IGF2R
SEZ6L2
CALY
XK
SCN4A
KCNK3
ADRA1D
UGT8
CSF1R
SLC12A5
CACNA1H
UNC5A
SLC6A4
SCNN1G
ATP1B2
CNTNAP2
GPM6A
SLCO2A1
PTGDR2
PODXL
FZD7
TMEM127
GPNMB
TNFSF12
TCIRG1
SLC22A6
LRP5
BST2
VIPR2
ULBP3
MAL2
EMB
SLC39A1
PLB1
MRGPRF
SLC22A1
ITGA9
AOC3
BOC
OLFM4
ANOS1
CDH10
GPBAR1
ABCB11
GRIA2
CKAP4
SLC5A3
ABCA2
XG
GP2
TNFSF15
ITGA1
LTB
GPR143
GRIA4
DUOX2
CACNG8
CD82
CLCA2
ATP10A
EPHA4
CNTN3
HTR1D
ATP1A3
NTNG1
LTB4R
TMEM8B
EPHB3
LILRB1
ITGA10
TRPM4
OSCAR
TIGIT
LRP6
GJB1
MFGE8
PLXNA2
F2RL1
SLC6A19
SLC38A5
CHRNA1
C5AR1
MS4A1
OPRL1
ICAM5
KCNA3
FCRL5
PRRT2
STRA6
GPRC5A
SLAMF9
SLC8A1
ALCAM
DSG1
TLR10
ANTXR2
BEST3
LY6D
ASGR1
FNDC5
LPAR5
AGRN
TUSC3
HLA-DRB5
CNNM1
GRIA1
HEPHL1
BDKRB2
CLEC1A
PEAR1
P2RX1
CD207
TACR2
NEU1
NPC1L1
SLC9A3
CADM3
CXCR5
ECE1
IL18R1
LILRB4
LAIR1
ABCA7
ACKR3
S1PR4
PCDH10
PTPRT
HLA-DMA
BEST1
ATP2B3
NTSR1
P2RY1
TSPAN2
ADGRL3
ABCC9
RGMA
ATP8B3
F2RL2
CLPTM1L
TM4SF4
CRB2
ATP8A1
MPEG1
LSAMP
IL12RB2
TMEM37
FZD3
SCNN1A
PTAFR
PTPRG
EFNA1
TRPV4
TNFRSF1B
LPAR3
TSPAN10
SLC22A12
SLC18A1
UPK1A
EPHA1
IL13RA1
TNFRSF21
S1PR2
KCNQ4
ACVRL1
SLC39A10
KCNQ3
LY6E
GJA5
SLC16A7
ABCA6
NFASC
LTBR
KCNJ15
CAP2
GLIPR1
HEPACAM
ABCG5
CDON
CXCL16
AVPR2
PTCH2
LRRC19
ATP1A2
ELFN1
JPH4
IL12RB1
HTR2A
ULBP1
IL17RB
TNFRSF18
CD9
SLC17A7
MUC13
LRP1B
STEAP3
LTK
CBLN1
CRHR1
ADAM11
TSPAN5
FCGR3B
SEMA7A
ANO7
SLC40A1
GPC5
SDC4
ADAM9
DSCAM
NRXN1
NTNG2
CLDN8
SLC20A1
KCNB1
LAMP1
TTYH3
SLC17A9
IL1RAP
ITGB6
CELSR1
ITGA11
SLC7A4
LAT
ITGA8
SLC45A1
SLC17A5
RHBG
GPR37
CPAMD8
KCND3
CLCNKB
CALCRL
GFRA2
GP6
NUP210
GDPD5
RTN4R
CD84
PCDHGC3
SLC6A17
GPM6B
GABRA3
HTR2B
GABBR1
ADAM19
GPR87
PDGFC
ADGRB1
ITPR3
GLP1R
SCNN1B
SLC24A2
ADRA1B
OPCML
SPNS3
SLC51A
GABRD
IFNAR1
HSD17B7
FREM2
CD72
ROBO1
CHRM3
VSTM4
LYPD3
SGMS2
SGCA
ADAM10
JAM2
TMEM154
SLAMF6
KIAA1549
ACVR2A
CLDN18
SGCE
PNPLA2
SLITRK6
RHBDF2
SLC19A2
DISP2
DYSF
PTH2R
PRSS8
LY96
PRPH2
C1orf159
LRFN1
GPR39
KIR2DL4
BCAM
PSEN1
DAGLB
GCGR
SLC16A2
GPR160
SLC29A2
KCNJ2
SLC29A1
TRPV3
GPR4
SLC26A6
PTPRH
AVPR1A
AJAP1
NLGN1
IFNGR2
IGSF6
LY9
ICAM3
IL15RA
SLC7A2
EPHB1
PTGFR
ANKH
SLC26A2
IL13RA2
NPDC1
IL17RD
UST
GPR146
ADRA2B
CACNG2
SLC39A8
ABCG8
HRH3
SLC7A7
GPR68
KCNJ14
LINGO1
TPSG1
CLEC7A
SLC47A1
CSPG5
GPR17
CLDN16
DPP6
SLC6A9
NRROS
LGR6
IFITM1
GJB4
LILRB2
ITGA7
ASPH
SLC5A8
KIRREL3
DPP10
SLC4A11
EMCN
SIRPB2
CXCR1
SIT1
ADGRL4
LRRC4C
IL31RA
MUC15
SIGLEC14
FAIM2
PRND
NETO2
KCNA2
ABCA4
IGSF3
F2RL3
FLRT2
CLEC5A
CELSR3
ADORA2B
TMEM184A
CADM4
FCGRT
SLCO5A1
PCDH9
CLSTN1
TSPAN33
MMP24
LAYN
TM4SF5
PCDH8
CACNA2D2
PTGIR
ADCY8
ANO5
PCDH17
CRTAM
LINGO2
SEMA5B
CCR10
ROBO3
BTN3A1
GPR135
PLXDC1
CLDN9
NPY1R
ADGRE5
SLC7A6
ITM2B
SEMA5A
BTLA
APLNR
PLXNA3
SLC12A8
RHO
JPH1
TMIGD2
CD93
ATP2B2
CD96
LPAR2
EMP2
SCN3B
PRR7
CDH4
C11orf24
FZD10
STX4
IL11RA
PIEZO1
TRPV2
XCR1
EFNA4
GRIK4
RPRM
CLECL1
DUOX1
LINGO4
QRFPR
SLC10A2
PTPRB
ECEL1
TSPAN7
TSPAN32
CNTN1
HTR2C
PTPRE
LPO
FLRT1
GRM1
SLC52A2
NCSTN
ADGRG1
MGAT5B
SLC7A8
SLC16A11
GPR158
HPN
DCBLD2
EVA1C
NRXN2
PTPRS
SYT4
SLC22A18
SLCO4C1
PTPRF
BVES
CDH20
SUSD2
ROBO4
GJB5
ADGRB2
ADGRD1
SCN2A
CNTFR
EFNB3
B3GNT3
VSIG2
IL22RA1
CADM2
RGR
GRIA3
LILRB3
SLCO2B1
P2RY14
ADCY2
PTPRO
GRIK1
SV2B
RGMB
MCEMP1
LAX1
CD200R1
P2RY13
CD226
FZD1
RAET1L
TREML2
GYPA
IGSF9
SLC38A1
IL10RA
CD47
DSCAML1
HLA-DOA
GSG1L
SIRPG
SYT8
RAMP3
SCN1A
SCN8A
FOLR2
UPK3A
SLCO1A2
CNR2
TRPV1
SLCO4A1
CSMD3
LRFN4
KCNN2
NOMO1
IFNGR1
ADGRE2
SLAMF8
SLC19A3
ABCA8
RAMP1
ADCY5
ADGRE1
NRG2
SIGLEC8
SLC8A3
SIRPA
SLC24A3
OR2W3
FAM171A2
RYR3
ADGRF5
KLRF1
ATP4A
PTCHD4
SDK1
FFAR4
SC5D
LAMP2
EPGN
CCR9
PARM1
AMIGO1
CHRNA7
CDH23
CNTNAP4
KCNG3
ADGRL1
SLC36A1
KCNS1
BST1
CHRNB2
FZD9
KCNA5
LRRC37A3
SLC6A13
KCNC3
SLC16A5
NLGN3
MUC17
ADCY3
ADAM28
SLC4A1
SIGLEC1
SLC17A3
PLSCR4
TTYH1
ANO9
CD37
ASIC3
CSMD2
SLC23A2
DCST2
LDLRAD3
ATP12A
ST8SIA4
SCARA5
NCAM2
SLC39A14
CLEC9A
PTPRJ
SEMA4B
LRRN4CL
GPR153
SLITRK3
PCDHB8
FXYD5
GPRC5B
CACNG4
TMPRSS9
OMG
HCAR2
IL20RB
ITGB8
GRIN2A
TRPM1
MMP15
SCTR
PTPRM
VSIG8
SLC12A6
GABRG2
FCMR
SORCS2
GPR19
VSIG10L
S1PR5
SLC13A5
PCDHB9
SLC22A4
PCDH18
LRRC55
SLC23A1
LY6H
GRID2
MPZL1
STT3A
FCRL1
CNTN4
MFSD2A
SEMA4A
RHBDL2
RTN4RL2
PCDHB6
SLC6A1
ADGRG6
MS4A15
IFITM2
CNTNAP1
SEMA6A
SLC5A6
SLC38A3
CCKBR
MICA
GIPR
LAMP5
CLEC12A
SLC2A10
SLC7A3
SLC4A2
CDH16
FZD8
SLC2A5
KIAA0319
RNF128
IL17RA
PIK3IP1
PRLHR
CD300A
INSRR
SULF2
TSPAN12
MARVELD2
SI
ATP8B4
RHD
LIME1
PCDHGC4
ADGRL2
SLC15A2
IL27RA
NAALAD2
DCBLD1
GRAMD1B
KCNG1
SLC16A12
ITGB7
GPR157
SLC28A3
ADAM23
SLC30A10
SEMA6D
SORCS1
ADGRA1
ERMP1
HMCN1
EMP3
LRRC26
KCNB2
TSPAN31
TMPRSS11E
CD160
GJC2
TMEM200C
GABRB3
SLC46A1
TMPRSS11D
CSMD1
MYOF
SLITRK1
RNF150
CDHR1
ENTPD2
TENM3
LRIG2
ROM1
ATP8B2
GPIHBP1
HLA-F
KCNC1
PCDHB16
ABCA13
CORIN
SLC6A14
UPK1B
CHRNA9
FFAR2
KLRK1
SERINC2
LSMEM1
MPZL2
ABCC10
TTYH2
GPR161
CNTNAP5
SDK2
EVI2B
GPR132
ESYT2
CLEC4M
SLC22A17
RHCG
VSIG1
SEMA6B
TMPRSS11A
LRP10
ILDR1
BTNL8
ATP11A
HCN3
GUCY2C
PLD4
LILRA6
TSPAN13
SLC12A7
MFNG
OXER1
KCNC4
MEP1A
SLC36A4
LMBRD1
NETO1
SLC9A2
SLC7A14
PTGFRN
SLC24A4
SEMA4C
PCDHB11
NLGN2
LRP4
SLC1A6
VSIG4
TIMD4
GGCX
CNNM2
TREML1
SCN7A
MPZL3
PCDHB7
PTPRK
ELFN2
GABRA1
GRID1
SLC16A9
LRRN3
C5AR2
SCN3A
PCDH7
SLC5A11
ITGAE
TMED10
ENTPD1
P2RX6
PTGDR
TSPAN4
EFNB1
IGSF9B
TMEM106A
MRC2
NIPAL4
CEACAM19
GPC4
SEMA4F
CD101
GABRG3
HRH2
PLVAP
TMEM245
TMC7
TRHDE
KCNT2
CDHR2
HLA-E
ATP2B4
NMUR1
EPHA8
KCNE3
CACNA1I
EVC2
TAS2R14
CLEC2D
XPNPEP2
PROM2
GPR18
KCNH6
GRM8
TRABD2A
FCRL2
PCDH19
SUCO
SIGLEC7
GPR137B
TPBG
OXGR1
CELSR2
LILRA4
GPR183
ADGRA2
SLC22A11
ADCY4
HYAL2
THSD7A
BCAP31
PLXNA1
ROBO2
TM9SF4
SMAGP
SLC6A12
GRIN2C
COL13A1
PCDHGC5
CLDN14
SLITRK2
KCNJ16
CEACAM7
KCNJ4
LRRN2
MDGA2
ASGR2
SLC43A1
QSOX2
SLC38A7
SLC2A6
ENPP6
SLC5A10
LCT
KCNS3
SLC13A3
SIGLEC9
CLDN10
ASTN1
GPR141
CD53
SLC22A7
STEAP2
DPEP2
FAT2
TMEM25
SLC2A11
KLRG2
IFNAR2
CDH19
ITPRIP
SLC6A20
PLXND1
COLEC12
ADCY7
ATP1B3
NKAIN1
BTNL3
GABRP
GPR37L1
MYADM
C1orf210
HLA-DPA1
NPTXR
NCR3LG1
GPR34
SSTR3
CDHR3
KCNK13
TYROBP
CLDN19
FAT3
CD180
IL18RAP
PLP2
MMD
NPBWR1
DRD1
CHPF2
PLXNB2
TNFSF8
MXRA8
VN1R1
CACNA2D1
CDIPT
CLCN5
CCR8
AMIGO2
CLCN6
SLC6A11
KCNQ5
ANTXR1
SPRN
CMKLR1
CNST
ADAM22
DLK2
CEACAM21
PLA2G2F
CLCA4
SLC28A1
CHRNB1
LILRA1
IGDCC4
SHISA6
SLC8A2
GABRB2
GPR180
TM9SF3
KCNK12
OPN1SW
KCNJ12
PAQR8
LINGO3
ANO6
MDGA1
KCNJ3
SLC2A12
MCOLN1
HLA-DQA2
IGLON5
GPRC5C
PCDHB10
LY6G6C
SLC47A2
PLXNA4
GPR173
SUSD6
SLC26A1
SLC44A3
RHCE
MUSK
SIGLEC11
PCDHB13
SLC15A4
ENPP7
PCDHGA12
ACKR2
LMBR1
CDH24
NCMAP
TMEM145
KCNK7
ENPP5
SLC13A2
ERVMER34-1
SRD5A3
ZFYVE27
BTNL9
EPHA5
SLC9A7
CLEC2L
PLA2G3
GPR155
KCNK1
GHSR
SIGLEC15
SCARF2
TMEM171
ADCY9
DCHS1
TENM4
LNPEP
SLC10A1
ADRA2C
GPR20
ATP2C2
LYPD5
SGCD
SCIMP
TMEM255B
NPSR1
CYSLTR2
SCUBE3
GALR1
RHAG
GPR162
EDAR
PCDHB2
CD300LF
SLC31A2
PCDHGB7
CHST3
CLCA1
MEGF11
KCNMB4
AQP8
NAALADL1
GPR88
SLC7A9
RXFP4
IGFLR1
LILRB5
SGCB
PODXL2
SLC22A23
KIAA1549L
CLDN23
PSENEN
TSPAN17
NKG7
GRIN2B
ST3GAL5
GPR176
SIGLEC6
TMEM63C
KIRREL2
CHODL
CACNG7
LILRA2
TMEM119
SYT6
ATP13A2
SLC6A15
MSLNL
SLC30A1
CCRL2
MFAP3L
FCER1G
SLC17A1
TMEM87B
TMEM132C
SLC18B1
FAM171A1
IL17RE
RAET1E
HTR7
LRRC8A
KEL
FCAMR
CNNM4
CTNS
OSTM1
GPR83
MUC21
SCN5A
RAET1G
TMPRSS5
ATP8A2
UNC5D
SUSD3
SIGLEC10
IGSF11
PIEZO2
ST6GALNAC3
PRRT4
PILRB
SLITRK5
TSPAN11
SLC16A8
CDH15
TMEM97
HLA-DQB2
TENM2
OPN3
TMEM26
PRRG1
GPR65
TMEM30B
GPR75
AGTR2
SLC1A4
LRRC25
LILRA5
SHISA9
PCDHB4
SCN4B
ALPI
GLDN
PCDHGB5
LHFPL4
ACKR4
CLEC17A
CDH18
BRICD5
SMPDL3B
HEG1
ENTPD3
SCNN1D
PCDHB14
EDA2R
UNC93A
HCST
IFNLR1
GRIK5
PLSCR1
PCDHGB2
ADGRF4
SLC6A8
KCNK10
GPR85
SLC41A1
TMEM231
IGSF1
NRG4
LRRTM3
PCDH12
LRIG3
TCTN2
ZDHHC23
SSPN
KIR3DL1
GJB7
SLC4A10
FRAS1
GP5
SELPLG
SLC4A7
ASIC4
GABRQ
NRXN3
ADGRG5
EPHA10
SCARF1
PCDH15
PLXNC1
SLC51B
SORT1
ZDHHC22
IL1RL2
IL9R
LY75
LSR
GABRE
SEMA4G
GJA4
MADCAM1
LYPD6B
KCNA4
SCAMP5
GFRA3
SLC16A10
KIR2DL3
C3AR1
VNN1
ADGRB3
SORCS3
LMBRD2
GNRHR
GPR61
SIRPB1
PLXDC2
TMEM117
SLC46A2
ZDHHC5
SLC20A2
C1orf162
CRLF2
GDPD2
PCDHAC2
SLC39A2
FAM171B
CDHR5
LMTK2
PCDHB15
TMEM123
MUC3A
SLC9B2
GJC3
MC4R
DUOXA1
SLC6A6
SLC38A6
SLC9A9
TMEM144
KCNH1
SIGLEC12
TRAT1
CD300C
LHCGR
CD163L1
PLBD2
GGT5
MAMDC4
SLC5A12
NTSR2
ENPP4
LRRTM2
MFSD6L
ZDHHC11
FSHR
ADGRF1
NFAM1
KCNH8
GPR84
SLC10A6
FKRP
PILRA
SLC30A2
SCN2B
BTN2A2
IL10RB
SEMA6C
SLC38A2
CD302
CLEC4E
MIP
EVA1A
SLC43A3
HEPH
SLC29A3
SDC3
IGSF8
LPAR6
IGDCC3
NIPAL1
CCR3
STX6
SGCG
GPR15
FGFRL1
STAB1
P2RX4
CLPTM1
DAG1
SLC52A1
CD164L2
RAMP2
SLC39A5
TMEM156
SUCNR1
TSPAN15
ADGRG3
SHISA8
C19orf18
SLC2A13
SLC45A4
SLC22A16
SHISA7
LRRC8C
PIGN
CNTN6
TMEM182
RTN4RL1
SPPL3
TM4SF20
FCRL6
SLC6A16
PGAP1
SLC12A4
GPR27
MCTP2
PCDHGA1
COL23A1
TRABD2B
SEZ6
ESAM
TAS2R5
SLC38A4
GRAMD1C
SCARB2
HOMER3
KLRC1
NIPAL2
SLC35G2
GPRC5D
MEGF10
LRFN2
TRPC4
BEST4
CALHM2
GPRC6A
HCAR3
CDH22
GRIK3
SCN1B
KCNK6
GPR137C
VASN
SLC39A12
LMAN2
GRIN3B
CALN1
SLC5A4
NMBR
TM7SF3
KCNE5
ATP11C
CACHD1
SCAMP4
KCNC2
SECTM1
CYYR1
SLC38A11
PCDHB12
VPREB1
UMOD
APCDD1
LRPAP1
FPR3
GALNT10
TM9SF1
ORAI3
P2RY10
C1QTNF1
SLC5A9
GPR174
PCDHB5
ZDHHC20
MCOLN3
HCAR1
ATP10D
FAM174B
P2RY11
FCAR
DAGLA
IGSF5
IL23R
TRPM3
RNF13
TM6SF1
LRRC8B
LRFN5
TMEM64
TNFSF18
ADRA1A
SEL1L3
AMHR2
TAS2R46
LRP11
CDH26
CACNA1S
CD300LB
CD300E
CLEC4G
ADRB3
SERINC3
CD164
PCDHGA2
SLC15A3
TMEM63A
SLC44A5
SYNPR
PRRT3
CLSTN2
OPRM1
ZDHHC4
ACVR1B
CRIM1
KCNV2
ADGRG7
OR2B6
GABRA5
SMIM1
UMODL1
SLC7A10
TMEM259
ZDHHC11B
TSPAN9
ATP13A3
SLITRK4
CLDN12
VAMP8
LRRC4B
ERVW-1
SCN11A
GLRB
GP9
UNC93B1
GRAMD1A
ESYT3
SLC10A5
TSPAN18
KCNK17
NLGN4X
TMEM132B
ISLR2
SLC44A2
PCDHGB4
POMT2
SLC4A8
CEACAM4
KCNA1
POPDC2
TAS1R3
BTN3A2
SLC9A4
AVPR1B
PCDH1
MFAP3
SERINC1
NCR1
SLCO1C1
VNN2
LRRTM4
SLC26A11
SLC26A9
CHRM4
LYPD8
PIANP
DPY19L4
LMF2
SPPL2B
ERMAP
PLD3
NPHS1
CLEC4A
ADGRG2
CLDN15
GABRA2
LIPH
TGOLN2
RYK
NEO1
TMEM161A
SIGIRR
LHFPL2
KCND1
CLEC14A
GPR171
GML
SLC28A2
TRPC3
SIDT2
ATP6V0A1
CD300LG
TAS2R19
MFSD1
NPTN
ATRN
RELL1
TAAR1
ERVFRD-1
TAS2R43
NINJ1
NOMO3
SLC41A2
FLVCR2
HHLA2
ATP2B1
SLC46A3
PAQR9
VAPA
LYPD6
PCDHGA4
IL20RA
RXFP2
SLC17A4
CLEC2B
LYPD2
ANO4
B4GALT5
PROKR1
MILR1
SLC27A1
PCDHGB1
SUSD4
SLC23A3
SLCO3A1
KLRC3
ECSCR
MTNR1B
KCNG4
TP53I13
TMEM30A
CD320
NPFFR2
AQP2
CHRNE
SLC43A2
STOM
CLSTN3
TMEM184B
IL17RC
PGRMC2
TMEM204
SLC11A2
RNF149
CEACAM3
TMX3
CCKAR
ADCY6
TACR3
PCDHGA9
TMEM132E
NLGN4Y
SLC9A6
ART3
HTR1A
GPR25
KCNH5
TPCN1
FCRL4
SLC12A9
OR10R2
CFC1
SERINC5
OTOP1
PCDHGA10
CHRM2
ATP13A1
MEGF9
TSPAN3
VSTM5
GPR107
SLC16A6
TTC17
SPPL2A
KCNJ1
SCN10A
NPFFR1
PCDHGA6
THSD7B
TSPAN16
MFSD6
ABCA9
CLEC4F
HS2ST1
TAS2R31
ALG10B
MFSD8
GPR62
SLC8B1
MFSD2B
GJA10
LRRC37A2
ADGRA3
ADORA2A
GUCY2F
SLC22A9
HCN1
HTR1F
TAS2R38
YIPF3
TCAF2
PRTG
CDHR4
TMEM179B
KLRD1
TM2D3
SUSD1
GHRHR
CACNG3
MMGT1
GINM1
SVOP
KCNH3
TAS2R30
STX3
HTR1B
ACVR1C
TMEM131
LHFPL1
SLC2A14
POMT1
DRD5
TXNDC15
PIGB
GPR108
TMEM63B
KIAA0319L
C6orf89
GJD2
SLC12A3
GJA8
TM2D1
TMEM150A
TAS2R4
TAS2R20
KIR2DL1
FAM174A
CLDND1
GAD2
TMEM181
KCNMB3
CLEC4D
TPRA1
LRFN3
SCAMP1
ITFG1
TCTN3
TMED1
SLC12A1
CACNG1
GABRG1
MFSD11
VSIG10
VAMP5
OPALIN
GLG1
TMED4
ESYT1
PCDHB3
ANO2
TAS2R10
NAGPA
PCDHGA11
TMEM184C
SSTR4
XKR8
SLC35A5
ADGRF3
MEGF8
HCRTR1
MS4A6A
CD99L2
DRD3
TM9SF2
ATRAID
GPR156
CNNM3
PCDHGA7
STOML3
SLC14A2
TMEM219
MANSC1
SLC26A8
LMBR1L
SLC5A2
LPAR4
BTN3A3
PVRIG
TECTA
MC3R
KCNJ6
GPR82
